scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH_mean,central_battery_capacity_kWh_mean,central_battery_cycles_mean,checksum_total_payments$_mean,cp_ratio_mean,cust_bill_cp_mean,cust_solar_bill_cp_mean,cust_total$_cp_mean,eno$_bat_capex_repay_mean,eno$_demand_charge_mean,eno$_energy_bill_mean,eno$_npv_building_mean,eno$_receipts_from_residents_mean,eno$_total_payment_mean,eno_net$_mean,export_kWh_mean,import_kWh_mean,pv_ratio_mean,retailer_bill$_mean,retailer_receipt$_mean,self-consumption_mean,self-consumption_OLD_mean,self-sufficiency_mean,self-sufficiency_OLD_mean,solar_retailer_profit_mean,total$_building_costs_mean,total_battery_losses_mean,total_building_load_mean,pv_filename,load_folder_y,arrangement_y,pv_cap_id,cp,all_residents,parent,network_tariff,en_capex_id,a_term,a_rate,pv_name,kwp,kwp_unit,npv_unit,bau_npv,npv_u_cf_bau,average_hh_bill_saving,average_hh_total_saving,bau_scenario,annual_generation,emissions_avoided_kg,carbon_offset_$,annual_carbon_offset_$_unit,total_carbon_offset_$_unit,npv_u_cf_bau_pa,total_npv_cf_bau_pa,site_tag,system_tag
547,T_bldg1_547,en_pv,15.0,T,3750.0,810.1025549265239,2401.447761260314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-233069.77558102034,0.0,23682.73729354414,-23682.73729354414,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,23682.73729354414,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_low,15.0,0.06,T_max_yield,12.75,0.85,-15537.985038734689,-16683.945403902104,1145.9603651674151,1607.7917709391782,1607.7917709391782,2.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1177.9270888629587,76.39735767782767,1145.9603651674151,a15_cp5,a15_cp5_pv012
548,T_bldg1_548,en_pv,15.0,T,3750.0,687.7738161390461,2038.8195062171842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-269246.34297026764,0.0,23197.780299713537,-23197.780299713537,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,23197.780299713537,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_low,20.0,0.06,T_max_yield,12.75,0.85,-17949.756198017843,-19676.510502220954,1726.7543042031102,1607.7917709391782,1607.7917709391782,3.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1570.5694518172781,86.33771521015551,1295.0657281523327,a15_cp5,a15_cp5_pv012
549,T_bldg1_549,en_pv,15.0,T,3750.0,618.5293454260939,2474.310672124821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-304335.0999943164,0.0,23564.026994908218,-23564.026994908218,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,23564.026994908218,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_low,25.0,0.06,T_max_yield,12.75,0.85,-20289.00666628776,-21895.115061565764,1606.1083952780027,1607.7917709391782,1607.7917709391782,4.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1963.2118147715978,64.24433581112011,963.6650371668017,a15_cp5,a15_cp5_pv012
550,T_bldg1_550,en_pv,15.0,T,3750.0,6031.834077181621,3579.081547143056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-127809.29926430275,0.0,30082.10260168198,-30082.10260168198,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,30082.10260168198,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_med,5.0,0.06,T_max_yield,12.75,0.85,-8520.619950953516,-7202.760348260654,-1317.8596026928626,1607.7917709391782,1607.7917709391782,0.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,392.64236295431954,-263.5719205385725,-3953.5788080785874,a15_cp5,a15_cp5_pv012
551,T_bldg1_551,en_pv,15.0,T,3750.0,3463.839660579518,2055.3225524457885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-193896.27984084652,0.0,25990.34919038261,-25990.34919038261,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,25990.34919038261,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_med,10.0,0.06,T_max_yield,12.75,0.85,-12926.418656056434,-12647.423514520991,-278.9951415354426,1607.7917709391782,1607.7917709391782,1.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,785.2847259086391,-27.89951415354426,-418.4927123031639,a15_cp5,a15_cp5_pv012
552,T_bldg1_552,en_pv,15.0,T,3750.0,2632.833303511203,2401.447761260314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-251007.88135197212,0.0,25505.468042128818,-25505.468042128818,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,25505.468042128818,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_med,15.0,0.06,T_max_yield,12.75,0.85,-16733.85875679814,-16683.945403902104,-49.913352896037395,1607.7917709391782,1607.7917709391782,2.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1177.9270888629587,-3.3275568597358265,-49.913352896037395,a15_cp5,a15_cp5_pv012
553,T_bldg1_553,en_pv,15.0,T,3750.0,2235.2649024519,2038.8195062171842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-287207.385379742,0.0,24745.27138602639,-24745.27138602639,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,24745.27138602639,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_med,20.0,0.06,T_max_yield,12.75,0.85,-19147.159025316134,-19676.510502220954,529.3514769048197,1607.7917709391782,1607.7917709391782,3.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1570.5694518172781,26.467573845240985,397.0136076786148,a15_cp5,a15_cp5_pv012
554,T_bldg1_554,en_pv,15.0,T,3750.0,2010.2203726348048,2474.310672124821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-322309.12574204925,0.0,24955.718022116933,-24955.718022116933,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,24955.718022116933,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_med,25.0,0.06,T_max_yield,12.75,0.85,-21487.27504946995,-21895.115061565764,407.840012095814,1607.7917709391782,1607.7917709391782,4.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1963.2118147715978,16.31360048383256,244.7040072574884,a15_cp5,a15_cp5_pv012
555,T_bldg1_555,en_pv,15.0,T,3750.0,12991.6426277758,3579.081547143056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-157379.31521842052,0.0,37041.91115227616,-37041.91115227616,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,37041.91115227616,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_high,5.0,0.06,T_max_yield,12.75,0.85,-10491.954347894702,-7202.760348260654,-3289.193999634048,1607.7917709391782,1607.7917709391782,0.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,392.64236295431954,-657.8387999268095,-9867.581998902144,a15_cp5,a15_cp5_pv012
556,T_bldg1_556,en_pv,15.0,T,3750.0,7460.577730478959,2055.3225524457885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-223713.2183350221,0.0,29987.08726028205,-29987.08726028205,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,29987.08726028205,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_high,10.0,0.06,T_max_yield,12.75,0.85,-14914.21455566814,-12647.423514520991,-2266.7910411471494,1607.7917709391782,1607.7917709391782,1.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,785.2847259086391,-226.67910411471493,-3400.186561720724,a15_cp5,a15_cp5_pv012
557,T_bldg1_557,en_pv,15.0,T,3750.0,5670.717884485666,2401.447761260314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-280904.72430355806,0.0,28543.352623103285,-28543.352623103285,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,28543.352623103285,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_high,15.0,0.06,T_max_yield,12.75,0.85,-18726.981620237206,-16683.945403902104,-2043.036216335102,1607.7917709391782,1607.7917709391782,2.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1177.9270888629587,-136.20241442234013,-2043.036216335102,a15_cp5,a15_cp5_pv012
558,T_bldg1_558,en_pv,15.0,T,3750.0,4814.4167129733205,2038.8195062171842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-317142.4560621991,0.0,27324.423196547814,-27324.423196547814,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,27324.423196547814,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_high,20.0,0.06,T_max_yield,12.75,0.85,-21142.830404146607,-19676.510502220954,-1466.3199019256535,1607.7917709391782,1607.7917709391782,3.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1570.5694518172781,-73.31599509628268,-1099.7399264442402,a15_cp5,a15_cp5_pv012
559,T_bldg1_559,en_pv,15.0,T,3750.0,4329.705417982657,2474.310672124821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-352265.8353216039,0.0,27275.203067464787,-27275.203067464787,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,27275.203067464787,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_high,25.0,0.06,T_max_yield,12.75,0.85,-23484.38902144026,-21895.115061565764,-1589.2739598744956,1607.7917709391782,1607.7917709391782,4.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1963.2118147715978,-63.570958394979826,-953.5643759246974,a15_cp5,a15_cp5_pv012
560,T_bldg1_560,en_pv,15.0,T,3750.0,1855.948946825114,3579.081547143056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-102309.32947725098,0.0,24080.24896591815,-24080.24896591815,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,24080.24896591815,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_low,5.0,0.06,T_max_yield,12.75,0.85,-6820.621965150066,-7202.760348260654,382.1383831105877,1607.7917709391782,1607.7917709391782,0.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,392.64236295431954,76.42767662211754,1146.4151493317631,a15_cp5,a15_cp5_pv012
561,T_bldg1_561,en_pv,15.0,T,3750.0,1065.7968186398516,2055.3225524457885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-162383.81033700585,0.0,21766.337843035617,-21766.337843035617,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,21766.337843035617,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_low,10.0,0.06,T_max_yield,12.75,0.85,-10825.58735580039,-12647.423514520991,1821.8361587206018,1607.7917709391782,1607.7917709391782,1.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,785.2847259086391,182.1836158720602,2732.7542380809027,a15_cp5,a15_cp5_pv012
562,T_bldg1_562,en_pv,15.0,T,3750.0,810.1025549265239,2401.447761260314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-215099.8059572257,0.0,21856.76878813682,-21856.76878813682,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,21856.76878813682,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_low,15.0,0.06,T_max_yield,12.75,0.85,-14339.987063815048,-16683.945403902104,2343.958340087056,1607.7917709391782,1607.7917709391782,2.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1177.9270888629587,156.26388933913708,2343.958340087056,a15_cp5,a15_cp5_pv012
563,T_bldg1_563,en_pv,15.0,T,3750.0,687.7738161390461,2038.8195062171842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-248053.13671915606,0.0,21371.81179430621,-21371.81179430621,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,21371.81179430621,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_low,20.0,0.06,T_max_yield,12.75,0.85,-16536.87578127707,-19676.510502220954,3139.6347209438827,1607.7917709391782,1607.7917709391782,3.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1570.5694518172781,156.98173604719415,2354.726040707912,a15_cp5,a15_cp5_pv012
564,T_bldg1_564,en_pv,15.0,T,3750.0,618.5293454260939,2474.310672124821,0.0,0.0,0.0,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-280752.2757257949,0.0,21738.05848950089,-21738.05848950089,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,21738.05848950089,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_low,25.0,0.06,T_max_yield,12.75,0.85,-18716.81838171966,-21895.115061565764,3178.2966798461057,1607.7917709391782,1607.7917709391782,4.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1963.2118147715978,127.13186719384423,1906.9780079076634,a15_cp5,a15_cp5_pv012
565,T_bldg1_565,en_pv,15.0,T,3750.0,6031.834077181621,3579.081547143056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-120051.3390497216,0.0,28256.134096274654,-28256.134096274654,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,28256.134096274654,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_med,5.0,0.06,T_max_yield,12.75,0.85,-8003.422603314773,-7202.760348260654,-800.6622550541197,1607.7917709391782,1607.7917709391782,0.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,392.64236295431954,-160.13245101082393,-2401.986765162359,a15_cp5,a15_cp5_pv012
566,T_bldg1_566,en_pv,15.0,T,3750.0,3463.839660579518,2055.3225524457885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-180273.97343351122,0.0,24164.380684975284,-24164.380684975284,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,24164.380684975284,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_med,10.0,0.06,T_max_yield,12.75,0.85,-12018.264895567414,-12647.423514520991,629.1586189535774,1607.7917709391782,1607.7917709391782,1.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,785.2847259086391,62.915861895357736,943.7379284303661,a15_cp5,a15_cp5_pv012
567,T_bldg1_567,en_pv,15.0,T,3750.0,2632.833303511203,2401.447761260314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-233037.91172817734,0.0,23679.49953672149,-23679.49953672149,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,23679.49953672149,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_med,15.0,0.06,T_max_yield,12.75,0.85,-15535.86078187849,-16683.945403902104,1148.0846220236144,1607.7917709391782,1607.7917709391782,2.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1177.9270888629587,76.5389748015743,1148.0846220236144,a15_cp5,a15_cp5_pv012
568,T_bldg1_568,en_pv,15.0,T,3750.0,2235.2649024519,2038.8195062171842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-266014.17912863026,0.0,22919.302880619056,-22919.302880619056,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,22919.302880619056,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_med,20.0,0.06,T_max_yield,12.75,0.85,-17734.27860857535,-19676.510502220954,1942.2318936456031,1607.7917709391782,1607.7917709391782,3.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1570.5694518172781,97.11159468228016,1456.6739202342023,a15_cp5,a15_cp5_pv012
569,T_bldg1_569,en_pv,15.0,T,3750.0,2010.2203726348048,2474.310672124821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-298726.3014735277,0.0,23129.74951670961,-23129.74951670961,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,23129.74951670961,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_med,25.0,0.06,T_max_yield,12.75,0.85,-19915.086764901844,-21895.115061565764,1980.0282966639206,1607.7917709391782,1607.7917709391782,4.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1963.2118147715978,79.20113186655682,1188.0169779983523,a15_cp5,a15_cp5_pv012
570,T_bldg1_570,en_pv,15.0,T,3750.0,12991.6426277758,3579.081547143056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-149621.35500383945,0.0,35215.94264686883,-35215.94264686883,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,35215.94264686883,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_high,5.0,0.06,T_max_yield,12.75,0.85,-9974.757000255962,-7202.760348260654,-2771.9966519953086,1607.7917709391782,1607.7917709391782,0.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,392.64236295431954,-554.3993303990617,-8315.989955985926,a15_cp5,a15_cp5_pv012
571,T_bldg1_571,en_pv,15.0,T,3750.0,7460.577730478959,2055.3225524457885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-210090.91192768683,0.0,28161.118754874733,-28161.118754874733,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,28161.118754874733,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_high,10.0,0.06,T_max_yield,12.75,0.85,-14006.060795179123,-12647.423514520991,-1358.6372806581312,1607.7917709391782,1607.7917709391782,1.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,785.2847259086391,-135.86372806581312,-2037.9559209871968,a15_cp5,a15_cp5_pv012
572,T_bldg1_572,en_pv,15.0,T,3750.0,5670.717884485666,2401.447761260314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-262934.75467976346,0.0,26717.38411769596,-26717.38411769596,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,26717.38411769596,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_high,15.0,0.06,T_max_yield,12.75,0.85,-17528.983645317563,-16683.945403902104,-845.0382414154592,1607.7917709391782,1607.7917709391782,2.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1177.9270888629587,-56.33588276103061,-845.0382414154592,a15_cp5,a15_cp5_pv012
573,T_bldg1_573,en_pv,15.0,T,3750.0,4814.4167129733205,2038.8195062171842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-295949.24981108744,0.0,25498.454691140483,-25498.454691140483,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,25498.454691140483,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_high,20.0,0.06,T_max_yield,12.75,0.85,-19729.94998740583,-19676.510502220954,-53.43948518487741,1607.7917709391782,1607.7917709391782,3.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1570.5694518172781,-2.6719742592438704,-40.07961388865806,a15_cp5,a15_cp5_pv012
574,T_bldg1_574,en_pv,15.0,T,3750.0,4329.705417982657,2474.310672124821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,14895.218471949978,-328683.0110530828,0.0,25449.234562057456,-25449.234562057456,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,14895.218471949978,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,25449.234562057456,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_high,25.0,0.06,T_max_yield,12.75,0.85,-21912.20073687219,-21895.115061565764,-17.0856753064254,1607.7917709391782,1607.7917709391782,4.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,1963.2118147715978,-0.6834270122570161,-10.25140518385524,a15_cp5,a15_cp5_pv012
575,T_bldg1_575,en_pv,15.0,T,3750.0,1855.948946825114,3579.081547143056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,16721.186977357305,-110067.28969183213,0.0,25906.217471325475,-25906.217471325475,2616.2756453352868,60941.45472093617,24.67977740687772,8641.203193194322,16721.186977357305,86.31017886152645,86.31017886152577,21.30116002250276,21.30116002250267,0.0,25906.217471325475,0.0,77436.28081222216,T_max_yield.csv,T,en_pv,T_max_yield,TIDNULL,TIDNULL,EA302_p_TOU12_FIT12,EA302_p,capex_low,5.0,0.06,T_max_yield,12.75,0.85,-7337.819312788809,-7202.760348260654,-135.05896452815523,1607.7917709391782,1607.7917709391782,0.0,19111.101736621342,14811.103845881538,1177.9270888629587,78.52847259086391,392.64236295431954,-27.011792905631047,-405.1768935844657,a15_cp5,a15_cp5_pv012
